name,neighbourhood_group,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating,bedrooms,beds,baths,nb_count,host_id_count
Rental ,Brooklyn,Private room,30,2,2922,0.02,1,365,0,No License,4.39,1.0,1,1.0,401,1
Home in,Queens,Entire home/apt,30,204,1407,2.34,1,345,0,No License,4.59,1.0,2,1.0,136,1
Rental ,Bronx,Entire home/apt,30,18,106,1.33,4,365,15,No License,4.44,3.0,5,1.0,12,4
Rental ,Manhattan,Entire home/apt,30,9,151,0.6,1,43,4,No License,4.89,1.0,1,1.0,328,1
Rental ,Manhattan,Entire home/apt,30,5,145,0.31,1,338,2,No License,5.0,3.0,5,1.0,375,1
Rental ,Brooklyn,Entire home/apt,30,15,123,1.69,3,238,15,No License,4.27,1.0,2,1.0,401,2
Rental ,Brooklyn,Private room,30,100,37,4.81,1,148,54,No License,4.84,1.0,1,1.0,969,1
Rental ,Bronx,Private room,30,2,127,0.41,1,365,2,No License,4.39,1.0,1,1.0,55,1
Rental ,Manhattan,Entire home/apt,1,3,11,2.57,2,220,3,Exempt,5.0,1.0,2,1.0,413,1
Villa i,Queens,Private room,30,22,450,0.3,1,125,0,No License,4.86,1.0,1,1.0,324,1
Home in,Bronx,Entire home/apt,30,7,734,0.18,1,179,0,No License,5.0,2.0,2,1.0,66,1
Loft in,Brooklyn,Entire home/apt,30,3,325,0.14,1,27,1,No License,5.0,1.0,3,1.0,969,1
Rental ,Manhattan,Entire home/apt,30,3,301,0.06,18,365,1,No License,5.0,2.0,2,2.0,942,7
Rental ,Brooklyn,Entire home/apt,30,5,62,0.48,1,275,5,No License,4.8,1.0,1,1.0,29,1
Rental ,Brooklyn,Entire home/apt,30,102,130,6.13,1,365,62,No License,4.69,1.0,1,1.0,401,1
Condo i,Brooklyn,Private room,30,12,60,1.54,1,43,12,No License,4.92,1.0,1,1.0,37,1
Boutiqu,Manhattan,Hotel room,1,14,1048,0.26,4,229,0,Exempt,4.21,1.0,2,1.0,942,4
Rental ,Queens,Private room,30,3,158,0.19,3,114,1,No License,4.67,1.0,1,1.0,138,3
Rental ,Brooklyn,Private room,30,84,2645,0.63,1,0,0,No License,4.71,1.0,1,1.0,210,1
Home in,Queens,Shared room,30,1,1345,0.02,1,179,0,No License,4.39,1.0,4,1.0,110,1
Rental ,Bronx,Private room,30,2,2190,0.03,2,363,0,No License,4.39,1.0,2,1.0,55,2
Rental ,Manhattan,Private room,1,35,27,1.96,55,0,24,Exempt,4.06,1.0,3,1.0,942,52
Rental ,Brooklyn,Entire home/apt,30,7,11,0.47,1,270,5,No License,4.14,1.0,1,1.0,664,1
Home in,Queens,Entire home/apt,30,88,324,0.89,1,355,1,No License,4.41,2.0,2,1.0,58,1
Home in,Queens,Private room,30,20,466,1.05,5,346,0,No License,4.9,1.0,1,1.0,50,3
Home in,Bronx,Entire home/apt,30,11,89,0.54,4,365,9,No License,4.91,3.0,3,2.5,24,4
Rental ,Manhattan,Entire home/apt,30,3,128,0.3,133,310,3,No License,5.0,1.0,1,1.0,191,113
Bungalo,Bronx,Entire home/apt,30,187,41,1.91,1,322,11,No License,4.86,0.0,1,1.0,13,1
Guest s,Manhattan,Private room,30,157,86,2.36,1,364,14,No License,4.96,1.0,2,1.0,1063,1
Rental ,Queens,Entire home/apt,30,62,92,2.36,10,365,18,No License,4.85,2.0,4,1.0,49,10
Rental ,Manhattan,Entire home/apt,30,63,110,1.32,1,179,14,No License,4.83,0.0,2,1.0,211,1
Rental ,Queens,Entire home/apt,31,10,202,0.31,1,106,3,No License,4.8,0.0,1,1.0,131,1
Rental ,Brooklyn,Entire home/apt,30,47,39,2.18,1,365,22,No License,4.66,4.0,4,1.0,270,1
Rental ,Queens,Entire home/apt,30,41,110,2.31,1,329,21,No License,4.76,2.0,2,1.0,36,1
Rental ,Queens,Shared room,1,17,13,3.17,3,261,17,OSE,5.0,1.0,1,1.0,50,3
Rental ,Manhattan,Private room,30,9,31,1.61,11,231,9,No License,3.67,5.0,1,1.0,328,10
Rental ,Brooklyn,Entire home/apt,30,33,90,1.56,3,180,9,No License,4.52,2.0,3,1.0,1586,3
Rental ,Queens,Private room,30,17,111,0.87,1,180,9,No License,4.76,1.0,1,1.0,138,1
Rental ,Brooklyn,Entire home/apt,3,2,11,0.76,3,256,2,Exempt,4.39,3.0,3,1.0,173,3
Rental ,Brooklyn,Private room,30,44,50,4.29,8,117,44,No License,4.82,1.0,1,1.5,1586,8
Rental ,Brooklyn,Entire home/apt,30,2,186,0.11,5,354,1,No License,4.39,1.0,1,1.0,135,4
Rental ,Brooklyn,Entire home/apt,30,2,1398,0.04,1,82,0,No License,4.39,2.0,2,1.0,301,1
Rental ,Manhattan,Shared room,30,21,104,2.81,4,0,21,No License,4.68,1.0,4,2.0,867,4
Home in,Brooklyn,Private room,30,2,104,0.42,4,364,2,No License,4.39,1.0,1,1.0,664,4
Service,Manhattan,Hotel room,30,7,508,0.11,83,364,0,No License,4.57,0.0,1,1.0,207,69
Rental ,Manhattan,Private room,30,240,121,4.96,1,241,64,No License,4.91,1.0,1,1.0,67,1
Home in,Brooklyn,Private room,30,30,33,0.95,5,365,8,No License,4.23,1.0,3,1.0,190,4
Condo i,Manhattan,Private room,30,104,61,0.79,4,90,11,No License,4.57,1.0,1,1.0,1063,4
Townhou,Queens,Private room,30,2,462,0.1,267,55,0,No License,4.39,1.0,1,1.0,145,87
Rental ,Manhattan,Entire home/apt,30,5,645,0.11,2,350,0,No License,5.0,3.0,4,2.0,867,2
Rental ,Queens,Entire home/apt,1,15,9,3.88,2,111,15,Exempt,4.2,1.0,1,0.0,324,2
Rental ,Manhattan,Entire home/apt,1,12,6,6.0,2,75,12,Exempt,4.58,1.0,1,1.0,867,2
Rental ,Manhattan,Entire home/apt,2,369,35,3.97,1,165,48,OSE,4.98,1.0,2,1.0,211,1
Rental ,Bronx,Entire home/apt,30,139,62,2.43,3,179,28,No License,4.83,3.0,6,1.0,18,3
Rental ,Queens,Private room,30,65,57,6.19,2,310,65,No License,4.83,1.0,2,1.0,58,2
Rental ,Staten Island,Private room,30,4,216,0.13,13,241,2,No License,5.0,1.0,1,1.0,13,11
Rental ,Manhattan,Entire home/apt,30,2,103,0.26,15,307,2,No License,4.39,0.0,1,1.0,366,14
Rental ,Manhattan,Entire home/apt,30,9,125,0.36,44,288,4,No License,4.89,0.0,2,1.0,786,41
Guest s,Queens,Entire home/apt,30,5,173,0.13,5,180,2,No License,3.8,1.0,2,1.0,38,5
Rental ,Manhattan,Entire home/apt,30,18,1394,0.35,1,0,0,No License,4.67,2.0,3,1.0,867,1
Home in,Brooklyn,Private room,30,2,310,0.15,7,295,1,No License,4.39,1.0,1,1.0,135,7
Vacatio,Manhattan,Entire home/apt,4,16,27,0.85,7,234,5,Exempt,4.75,2.0,3,1.0,1063,7
Rental ,Manhattan,Entire home/apt,30,7,280,0.14,37,339,1,No License,5.0,2.0,2,1.0,786,37
Rental ,Brooklyn,Entire home/apt,30,2,1830,0.03,1,0,0,No License,4.39,2.0,4,2.0,664,1
Rental ,Brooklyn,Private room,30,21,86,2.34,1,268,21,No License,5.0,1.0,1,1.0,969,1
Guest s,Queens,Entire home/apt,30,2,1019,0.06,1,0,0,No License,4.39,1.0,2,1.0,110,1
Rental ,Manhattan,Private room,30,7,123,1.36,1,365,7,No License,5.0,1.0,1,1.0,1063,1
Rental ,Manhattan,Private room,30,3,278,0.23,4,365,2,No License,3.0,1.0,1,1.0,1063,4
Home in,Queens,Private room,30,10,104,0.81,6,52,9,No License,5.0,1.0,2,1.0,111,6
Condo i,Manhattan,Private room,30,13,92,0.37,1,179,3,No License,4.77,1.0,2,1.0,629,1
Rental ,Queens,Private room,30,12,1516,0.23,1,0,0,No License,4.92,1.0,1,1.0,361,1
Vacatio,Bronx,Entire home/apt,33,1,219,0.14,2,90,1,No License,4.39,2.0,2,1.0,28,2
Rental ,Manhattan,Entire home/apt,30,293,354,3.1,1,0,2,No License,4.69,1.0,1,1.0,328,1
Home in,Queens,Private room,30,10,157,0.38,3,179,3,No License,5.0,1.0,1,1.0,21,3
Rental ,Brooklyn,Entire home/apt,30,9,194,0.28,2,0,3,No License,4.78,2.0,1,2.0,301,1
Condo i,Brooklyn,Entire home/apt,31,3,147,0.13,1,85,1,No License,4.67,2.0,2,2.0,160,1
Home in,Queens,Private room,30,11,429,0.27,3,64,0,No License,4.0,1.0,1,1.0,361,3
Rental ,Manhattan,Entire home/apt,30,147,189,1.81,2,365,2,No License,4.69,1.0,3,1.0,375,1
Rental ,Queens,Private room,30,4,89,0.42,2,340,4,No License,4.75,1.0,1,1.0,184,2
Rental ,Manhattan,Entire home/apt,30,11,81,1.57,1,365,11,No License,4.91,2.0,3,2.0,84,1
Rental ,Brooklyn,Private room,30,1,315,0.09,7,344,1,No License,4.39,1.0,1,1.0,1586,3
Townhou,Brooklyn,Private room,90,112,2994,0.8,1,365,0,No License,4.79,1.0,1,2.0,166,1
Home in,Brooklyn,Entire home/apt,30,13,57,1.83,1,179,13,No License,4.31,4.0,6,3.0,135,1
Rental ,Brooklyn,Entire home/apt,30,260,127,2.58,1,236,2,No License,4.5,1.0,2,1.0,751,1
Rental ,Brooklyn,Entire home/apt,30,96,96,1.71,1,82,26,No License,4.92,1.0,1,1.0,95,1
Home in,Queens,Private room,30,2,139,0.41,17,310,2,No License,4.39,1.0,1,2.5,49,15
Home in,Brooklyn,Private room,30,10,369,0.12,3,89,0,No License,4.7,1.0,1,1.5,54,3
Hotel i,Brooklyn,Private room,1,34,14,1.69,1,364,8,Exempt,3.79,1.0,1,1.0,246,1
Camper/,Queens,Entire home/apt,30,5,96,0.65,1,364,5,No License,5.0,1.0,1,1.0,253,1
Rental ,Brooklyn,Private room,30,2,207,0.28,1,365,2,No License,4.39,1.0,1,1.5,1586,1
Rental ,Brooklyn,Entire home/apt,30,52,58,0.45,1,140,1,No License,4.69,0.0,1,1.0,210,1
Home in,Queens,Entire home/apt,1,21,19,1.85,1,357,21,OSE,4.71,3.0,4,1.0,29,1
Rental ,Queens,Entire home/apt,30,45,221,2.74,1,89,22,No License,4.91,1.0,1,1.0,241,1
Rental ,Staten Island,Entire home/apt,30,57,275,0.53,1,364,1,No License,4.65,1.0,3,2.0,1,1
Rental ,Manhattan,Entire home/apt,30,87,92,0.93,1,112,2,No License,4.48,1.0,1,1.0,1063,1
Rental ,Bronx,Private room,30,13,124,1.1,1,365,13,No License,4.38,1.0,1,1.0,27,1
Rental ,Brooklyn,Entire home/apt,30,2,223,0.17,1,31,2,No License,4.39,1.0,1,1.0,160,1
Service,Manhattan,Entire home/apt,30,8,130,0.58,2,58,5,No License,5.0,1.0,2,1.0,629,2
Rental ,Brooklyn,Entire home/apt,30,159,141,2.57,1,169,22,No License,4.96,0.0,2,1.0,173,1
Rental ,Manhattan,Entire home/apt,30,34,34,4.45,1,131,34,OSE,4.91,1.0,1,1.0,158,1
Rental ,Manhattan,Entire home/apt,1,23,11,11.13,2,63,23,Exempt,4.0,1.0,2,1.0,867,2
Condo i,Manhattan,Private room,30,36,33,2.24,1,55,35,No License,4.78,2.0,1,1.5,375,1
Rental ,Manhattan,Entire home/apt,30,7,95,0.41,8,364,3,No License,5.0,2.0,2,2.0,867,7
Home in,Brooklyn,Private room,30,11,1697,0.14,1,90,0,No License,4.27,1.0,1,1.0,160,1
Rental ,Brooklyn,Entire home/apt,30,1,158,0.19,3,363,1,No License,4.39,2.0,2,1.0,246,2
Townhou,Brooklyn,Private room,30,62,33,1.77,3,295,18,No License,4.87,1.0,1,2.5,664,3
Service,Brooklyn,Entire home/apt,30,9,334,0.47,4,364,1,No License,4.89,1.0,2,1.0,401,4
Rental ,Brooklyn,Private room,30,167,49,2.27,7,18,22,No License,4.83,1.0,1,2.0,210,7
Home in,Brooklyn,Private room,30,26,1530,0.33,2,339,0,No License,4.35,1.0,3,1.0,135,2
Rental ,Manhattan,Private room,30,8,310,0.12,1,156,2,No License,4.88,1.0,1,1.0,328,1
Rental ,Manhattan,Entire home/apt,30,3,1012,0.04,164,358,0,No License,4.67,1.0,1,1.0,786,60
Rental ,Brooklyn,Private room,30,3,68,0.9,4,365,3,No License,4.67,1.0,1,1.0,1586,4
Rental ,Brooklyn,Entire home/apt,2,1,3,1.0,12,254,1,Exempt,4.39,2.0,4,1.0,210,12
Rental ,Manhattan,Entire home/apt,30,2,486,0.11,1,264,0,No License,4.39,1.0,1,1.0,18,1
Guest s,Bronx,Private room,30,2,790,0.06,1,173,0,No License,4.39,0.0,1,1.0,9,1
Rental ,Manhattan,Entire home/apt,30,4,1804,0.04,8,337,0,No License,4.25,1.0,1,1.0,867,6
Rental ,Brooklyn,Entire home/apt,30,12,126,0.27,1,33,6,No License,5.0,1.0,1,1.0,1586,1
Rental ,Brooklyn,Private room,30,1,160,0.19,1,239,1,No License,4.39,1.0,1,1.0,751,1
Home in,Brooklyn,Private room,30,3,101,0.38,1,358,3,No License,4.67,1.0,1,1.0,664,1
Townhou,Manhattan,Entire home/apt,5,23,16,3.33,1,245,23,OSE,5.0,3.0,6,2.0,1063,1
Home in,Queens,Private room,30,1,103,0.29,1,269,1,No License,4.39,1.0,1,1.5,15,1
Home in,Queens,Entire home/apt,60,50,71,0.8,1,137,3,No License,4.88,1.0,1,1.0,69,1
Home in,Brooklyn,Private room,31,14,103,1.62,9,90,14,No License,4.71,1.0,2,2.0,969,9
Rental ,Queens,Entire home/apt,2,9,18,1.18,1,154,9,Exempt,4.78,2.0,2,1.0,361,1
Loft in,Brooklyn,Entire home/apt,30,6,135,0.28,1,27,2,No License,5.0,1.0,1,1.0,751,1
Rental ,Brooklyn,Entire home/apt,30,101,36,4.24,3,0,54,No License,4.88,1.0,2,1.0,270,3
Loft in,Brooklyn,Private room,30,174,123,1.39,2,273,16,No License,4.55,1.0,2,1.0,969,2
Home in,Queens,Shared room,3,100,13,3.12,1,168,33,OSE,4.77,1.0,1,1.0,324,1
Rental ,Manhattan,Entire home/apt,5,2,22,1.76,1,120,2,Exempt,4.39,3.0,4,1.0,629,1
Home in,Brooklyn,Entire home/apt,30,43,123,2.14,1,33,14,No License,4.98,1.0,2,1.0,1586,1
Rental ,Queens,Entire home/apt,30,57,1244,0.86,1,0,0,No License,4.61,0.0,1,1.0,253,1
Rental ,Manhattan,Entire home/apt,30,3,879,0.1,1,0,0,No License,4.67,1.0,1,1.0,867,1
Home in,Brooklyn,Private room,30,4,30,0.11,2,350,1,No License,4.5,1.0,1,1.0,401,2
Rental ,Staten Island,Private room,3,9,4,0.98,2,364,9,OSE,4.89,1.0,2,1.0,6,1
Townhou,Manhattan,Entire home/apt,30,41,40,2.2,1,0,19,No License,4.33,3.0,4,2.5,375,1
Hotel i,Manhattan,Private room,2,15,19,3.52,36,0,15,Exempt,4.25,1.0,1,1.0,942,32
Rental ,Manhattan,Shared room,30,4,250,0.26,2,90,1,No License,4.25,1.0,1,1.0,1063,2
Rental ,Brooklyn,Private room,30,41,29,0.56,6,365,3,No License,4.76,1.0,1,1.0,41,6
Rental ,Brooklyn,Entire home/apt,150,1,212,0.14,1,356,1,No License,4.39,1.0,1,1.0,246,1
Guest s,Brooklyn,Private room,30,370,33,3.19,1,307,53,No License,4.95,1.0,1,1.0,166,1
Guest s,Queens,Entire home/apt,30,61,109,1.17,1,365,5,No License,4.75,3.0,3,2.0,110,1
Rental ,Manhattan,Entire home/apt,3,2,7,2.0,1,357,2,Exempt,4.39,5.0,6,2.0,867,1
Rental ,Brooklyn,Entire home/apt,30,218,32,3.49,4,69,44,No License,4.83,0.0,1,1.0,664,3
Guest s,Manhattan,Entire home/apt,30,273,64,2.15,1,58,4,No License,4.72,0.0,3,1.0,1063,1
Home in,Brooklyn,Private room,30,17,62,1.8,2,365,17,No License,4.82,1.0,1,1.0,35,1
Rental ,Manhattan,Entire home/apt,30,152,26,5.15,2,0,53,No License,4.92,1.0,1,1.0,158,2
Guest s,Brooklyn,Entire home/apt,30,64,35,0.7,1,365,4,No License,4.83,1.0,1,1.0,35,1
Rental ,Queens,Private room,30,1,162,0.18,236,60,1,No License,4.39,1.0,1,1.0,324,62
Loft in,Manhattan,Private room,1,336,1,3.04,1,0,65,OSE,4.96,1.0,1,1.0,867,1
Rental ,Manhattan,Entire home/apt,30,4,50,0.36,27,263,4,No License,4.75,1.0,1,1.0,73,24
Rental ,Brooklyn,Entire home/apt,30,64,122,0.94,1,5,20,No License,4.89,1.0,1,1.0,57,1
Townhou,Brooklyn,Entire home/apt,30,13,70,0.29,6,364,3,No License,4.77,1.0,2,1.0,51,6
Rental ,Manhattan,Entire home/apt,30,1,125,0.24,1,65,1,No License,4.39,1.0,1,1.0,786,1
Home in,Queens,Entire home/apt,30,1,1484,0.02,4,363,0,No License,4.39,2.0,2,1.0,91,4
Home in,Brooklyn,Private room,3,162,27,1.83,1,136,31,OSE,4.84,1.0,1,1.0,1586,1
Rental ,Manhattan,Entire home/apt,1,32,21,1.54,3,0,22,Exempt,4.19,1.0,2,0.0,942,3
Rental ,Manhattan,Private room,30,113,100,1.24,2,84,33,No License,4.62,1.0,1,1.0,413,2
Home in,Queens,Entire home/apt,30,30,97,1.79,1,339,15,No License,5.0,1.0,2,1.0,184,1
Rental ,Manhattan,Entire home/apt,30,40,1440,0.41,3,57,0,No License,4.75,2.0,3,1.0,328,3
Home in,Queens,Private room,30,28,124,0.42,2,365,6,No License,4.96,1.0,3,1.0,66,2
Rental ,Manhattan,Entire home/apt,30,2,16,0.57,5,240,2,No License,4.39,1.0,1,1.0,328,5
Rental ,Queens,Private room,30,10,99,0.41,9,117,4,No License,4.7,1.0,1,1.0,27,8
Home in,Manhattan,Shared room,30,27,76,0.56,1,89,15,No License,4.7,2.0,2,1.5,1063,1
Rental ,Brooklyn,Entire home/apt,30,13,380,0.14,3,108,0,No License,4.54,3.0,4,2.0,1586,3
Loft in,Manhattan,Entire home/apt,30,145,33,1.77,3,365,36,No License,4.89,1.0,2,1.0,328,1
Home in,Queens,Entire home/apt,40,9,2382,0.1,1,0,0,No License,3.89,4.0,5,2.0,50,1
Boutiqu,Manhattan,Private room,1,224,55,6.44,4,360,39,Exempt,4.69,1.0,1,1.0,71,4
Rental ,Brooklyn,Private room,30,295,58,1.85,1,180,16,No License,4.68,1.0,1,1.0,37,1
Rental ,Brooklyn,Private room,30,1,1615,0.02,2,0,0,No License,4.39,1.0,1,2.0,969,2
Condo i,Manhattan,Entire home/apt,3,1,569,0.05,2,364,0,Exempt,4.39,0.0,2,1.0,942,1
Hotel i,Manhattan,Private room,1,7,19,1.84,29,261,7,Exempt,4.86,1.0,1,1.0,942,27
Home in,Brooklyn,Private room,2,12,117,0.82,1,361,9,OSE,4.92,2.0,3,2.0,74,1
Rental ,Manhattan,Entire home/apt,30,3,122,0.06,3,268,1,No License,5.0,2.0,2,1.0,73,3
Townhou,Brooklyn,Private room,30,34,132,1.36,5,364,9,No License,4.59,1.0,1,1.5,969,5
Bed and,Queens,Private room,1,15,4,6.16,2,252,15,Exempt,4.53,1.0,1,1.0,184,2
Vacatio,Queens,Entire home/apt,30,35,60,2.8,1,316,33,No License,4.91,1.0,1,1.0,91,1
Rental ,Brooklyn,Entire home/apt,30,2,2193,0.03,1,0,0,No License,4.39,1.0,1,1.0,301,1
Rental ,Brooklyn,Private room,30,2,279,0.19,23,365,2,No License,4.39,1.0,2,1.5,751,17
Rental ,Manhattan,Entire home/apt,30,1,126,0.24,1,180,1,No License,4.39,1.0,1,1.0,136,1
Rental ,Manhattan,Entire home/apt,30,56,1678,0.88,1,365,0,No License,4.64,0.0,1,1.0,413,1
Rental ,Queens,Private room,30,6,1465,0.1,1,88,0,No License,5.0,1.0,1,1.0,85,1
Rental ,Brooklyn,Private room,30,5,158,0.19,3,87,2,No License,4.0,1.0,1,1.0,401,2
Rental ,Bronx,Entire home/apt,30,2,190,0.11,1,249,1,No License,4.39,1.0,1,1.0,22,1
Rental ,Brooklyn,Private room,30,2,626,0.09,2,125,0,No License,4.39,2.0,1,1.0,969,2
Rental ,Manhattan,Entire home/apt,30,1,115,0.26,60,364,1,No License,4.39,1.0,1,1.0,207,52
Hotel i,Manhattan,Private room,1,22,7,2.39,18,28,22,Exempt,4.77,0.0,2,1.0,867,18
Rental ,Brooklyn,Entire home/apt,31,33,87,1.33,1,364,9,No License,4.91,1.0,1,1.0,969,1
Rental ,Brooklyn,Entire home/apt,30,1,97,0.3,2,154,1,No License,4.39,1.0,1,1.0,14,2
Rental ,Manhattan,Entire home/apt,1,2,10,2.0,4,243,2,Exempt,4.39,1.0,2,1.0,207,3
Townhou,Queens,Private room,30,1,1463,0.02,1,0,0,No License,4.39,1.0,2,1.0,170,1
Townhou,Brooklyn,Private room,30,7,131,0.18,7,89,3,No License,4.86,1.0,1,2.0,135,7
Rental ,Brooklyn,Private room,30,10,81,2.17,5,270,10,No License,4.7,1.0,1,2.0,1586,5
Rental ,Queens,Entire home/apt,30,3,586,0.03,3,364,0,No License,4.67,1.0,3,1.0,138,3
Rental ,Brooklyn,Private room,30,5,76,0.32,4,329,4,No License,5.0,1.0,1,1.0,135,4
Rental ,Manhattan,Entire home/apt,30,38,79,3.44,2,263,38,No License,4.71,2.0,2,1.0,413,2
Rental ,Queens,Entire home/apt,30,197,50,7.54,1,0,55,No License,4.9,1.0,2,1.0,184,1
Home in,Brooklyn,Private room,30,54,124,1.62,5,365,10,No License,4.7,1.0,2,1.0,190,5
Home in,Staten Island,Private room,30,122,58,2.51,1,89,25,No License,4.73,0.0,2,1.0,31,1
Condo i,Brooklyn,Entire home/apt,30,1,62,0.47,1,87,1,No License,4.39,2.0,2,1.0,969,1
Home in,Queens,Private room,30,4,852,0.06,1,83,0,No License,4.75,1.0,1,1.0,170,1
Rental ,Manhattan,Entire home/apt,30,261,14,3.33,1,85,2,No License,4.85,3.0,4,1.0,158,1
Home in,Bronx,Entire home/apt,30,78,327,1.85,5,327,2,No License,4.77,1.0,2,1.0,55,5
Condo i,Queens,Private room,30,34,122,1.56,2,309,8,No License,4.35,1.0,1,1.0,50,2
Rental ,Manhattan,Entire home/apt,30,2,508,0.07,3,365,0,No License,4.39,0.0,1,1.0,211,3
Rental ,Brooklyn,Entire home/apt,30,13,35,0.14,3,157,3,No License,4.69,1.0,1,1.5,301,3
Rental ,Manhattan,Entire home/apt,30,19,216,0.71,1,339,2,No License,4.95,1.0,1,1.0,942,1
Rental ,Brooklyn,Entire home/apt,30,28,29,3.23,1,125,28,No License,4.89,3.0,4,2.0,1586,1
Rental ,Brooklyn,Entire home/apt,30,1,229,0.13,10,365,1,No License,4.39,1.0,1,1.0,751,8
Rental ,Manhattan,Entire home/apt,30,2,122,0.32,1,19,2,No License,4.39,1.0,1,1.0,629,1
Rental ,Manhattan,Entire home/apt,90,5,153,0.17,27,0,2,No License,5.0,0.0,1,1.0,413,27
Home in,Brooklyn,Private room,30,54,41,4.89,1,0,54,No License,4.98,1.0,1,1.0,166,1
Rental ,Manhattan,Entire home/apt,31,1,478,0.06,713,265,0,No License,4.39,1.0,1,1.0,629,107
Home in,Bronx,Entire home/apt,2,34,10,2.97,1,354,34,OSE,4.97,4.0,5,3.0,13,1
Rental ,Manhattan,Private room,30,21,1181,0.26,2,0,0,No License,4.76,1.0,1,1.0,1063,2
Rental ,Manhattan,Entire home/apt,30,183,30,2.6,5,140,27,No License,4.88,2.0,3,1.0,786,4
Rental ,Manhattan,Entire home/apt,30,15,11,0.42,83,365,5,No License,4.8,0.0,1,1.0,207,69
Guest s,Brooklyn,Private room,2,358,3,2.1,2,248,35,OSE,4.89,1.0,2,1.0,160,2
Rental ,Manhattan,Private room,30,6,158,0.49,1,180,4,No License,5.0,1.0,1,0.0,328,1
Rental ,Manhattan,Entire home/apt,30,2,143,0.13,47,309,1,No License,4.39,2.0,2,1.0,942,16
Place t,Brooklyn,Entire home/apt,2,54,6,3.04,1,355,39,OSE,4.91,3.0,6,1.5,13,1
Condo i,Brooklyn,Entire home/apt,30,48,96,0.37,1,332,3,No License,4.9,1.0,1,1.0,29,1
Home in,Queens,Entire home/apt,30,19,480,0.75,3,308,0,No License,5.0,6.0,10,4.0,26,3
Townhou,Brooklyn,Private room,30,76,107,2.48,2,365,17,No License,4.72,1.0,1,2.0,1586,2
Rental ,Brooklyn,Private room,30,32,1546,0.33,1,0,0,No License,4.28,1.0,1,1.0,1586,1
Service,Manhattan,Entire home/apt,30,4,216,0.26,34,149,2,No License,4.75,0.0,1,1.0,204,14
Rental ,Manhattan,Entire home/apt,30,4,616,0.04,139,349,0,No License,5.0,2.0,1,1.0,867,129
Rental ,Queens,Private room,30,115,66,2.44,2,365,23,No License,4.64,1.0,2,1.0,361,2
Rental ,Manhattan,Entire home/apt,30,9,136,0.18,37,336,1,No License,4.89,1.0,1,1.0,942,37
Home in,Queens,Private room,2,5,14,2.94,1,173,5,Exempt,4.8,1.0,1,1.0,27,1
Townhou,Brooklyn,Entire home/apt,30,39,1469,0.34,1,52,0,No License,4.85,3.0,4,2.5,83,1
Rental ,Manhattan,Entire home/apt,3,2,47,0.5,1,360,2,OSE,4.39,2.0,3,1.0,867,1
Rental ,Brooklyn,Entire home/apt,30,3,1994,0.04,2,240,0,No License,4.33,1.0,1,1.0,178,2
Rental ,Manhattan,Entire home/apt,30,5,34,0.1,2,335,1,No License,5.0,2.0,1,1.0,158,2
Rental ,Manhattan,Entire home/apt,30,1,2200,0.01,164,329,0,No License,4.39,1.0,1,1.0,786,60
Home in,Brooklyn,Private room,30,12,1184,0.24,4,365,0,No License,4.75,1.0,2,2.0,190,3
Loft in,Brooklyn,Entire home/apt,30,115,66,1.5,2,104,13,No License,4.97,1.0,2,1.0,969,2
Rental ,Queens,Entire home/apt,30,152,81,1.71,1,0,23,No License,4.95,1.0,2,1.0,361,1
Home in,Queens,Private room,30,1,461,0.06,249,55,0,No License,4.39,1.0,1,1.0,324,70
Rental ,Manhattan,Private room,30,44,131,1.8,1,47,21,No License,4.98,1.0,1,1.0,867,1
Rental ,Manhattan,Private room,30,1,112,0.27,7,365,1,No License,4.39,1.0,1,1.0,867,5
Rental ,Manhattan,Entire home/apt,30,7,137,0.06,1,148,3,No License,5.0,2.0,2,2.0,52,1
Rental ,Manhattan,Entire home/apt,30,7,1530,0.13,1,0,0,No License,5.0,1.0,1,1.0,413,1
Loft in,Brooklyn,Entire home/apt,30,255,94,2.37,1,349,23,No License,4.7,0.0,1,1.0,969,1
Loft in,Manhattan,Private room,30,6,151,0.28,5,271,4,No License,3.17,7.0,1,1.0,39,5
Townhou,Manhattan,Private room,30,44,123,1.49,3,179,22,No License,4.89,1.0,1,1.0,1063,3
Rental ,Manhattan,Entire home/apt,30,2,189,0.16,164,358,1,No License,4.39,1.0,1,1.0,942,60
Rental ,Brooklyn,Entire home/apt,30,6,36,0.39,9,365,3,No License,5.0,1.0,1,1.0,751,8
Rental ,Manhattan,Private room,90,30,219,0.33,4,218,1,No License,4.87,4.0,1,1.0,302,3
Rental ,Manhattan,Entire home/apt,30,9,19,0.29,35,342,2,No License,4.33,0.0,1,1.0,629,34
Condo i,Brooklyn,Private room,30,6,249,0.23,1,364,1,No License,4.33,2.0,2,1.0,664,1
Rental ,Queens,Entire home/apt,30,105,74,2.94,10,352,8,No License,4.82,0.0,2,1.0,49,10
Rental ,Brooklyn,Entire home/apt,30,173,670,1.42,1,207,0,No License,4.73,1.0,1,1.0,178,1
Condo i,Manhattan,Private room,30,27,38,1.57,4,365,17,No License,4.26,1.0,1,1.0,366,4
Rental ,Manhattan,Private room,30,5,244,0.47,4,99,5,No License,4.8,1.0,1,1.0,328,2
